Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	rawdata/HREC_P_3.mzML	rawdata/HREC_ETIS_1.mzML	rawdata/HREC_P_1.mzML	rawdata/HREC_IRIS_2.mzML	rawdata/HREC_IRIS_1.mzML	rawdata/HREC_IRIS_3.mzML	rawdata/HREC_IRIS_4.mzML	rawdata/HREC_P_2.mzML	rawdata/HREC_ETIS_2.mzML	rawdata/HREC_ETIS_3.mzML	rawdata/HREC_ETIS_4.mzML	rawdata/HREC_P_4.mzML
Q9HCJ5	Q9HCJ5	ZSWM6_HUMAN	ZSWIM6	Zinc finger SWIM domain-containing protein 6		42555.3				27630.7				28407.3		46401.6
Q9HCK4	Q9HCK4;R4GMM8;F8W703;A0A087WWM5	ROBO2_HUMAN	ROBO2	Roundabout homolog 2									46564.3		41674	36725.6
Q9HCK8	Q9HCK8;A0A2R8Y840;A0A2R8Y4P3;A0A2R8Y808;A0A2R8YFT4	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	103469	74493.2	81970.4	67421.8		60823.9	75803.8	100166	50363.1	66299.1	55382.3	97160.6
Q9HCL2	Q9HCL2;Q5VW52	GPAT1_HUMAN	GPAM	Glycerol-3-phosphate acyltransferase 1, mitochondrial				121073								
Q9HCM3	Q9HCM3	K1549_HUMAN	KIAA1549	UPF0606 protein KIAA1549	77021.3			73245	86846.4	91511.2	86271.3	73433.6		100006	92706.4	78013.7
Q9HCM4	Q9HCM4	E41L5_HUMAN	EPB41L5	Band 4.1-like protein 5	86662.5	92441.2	81587.5	110635	112378	94411.6	97286.9	81563.5	105439	89246	96168.7	86962.1
Q9HCN3	Q9HCN3;K4DI83	TMM8A_HUMAN	TMEM8A	Post-GPI attachment to proteins factor 6	79436.2	96152.4	78949.4	86147.4	111464	130110	78481.8	84550.8	95879	106646	102503	74904.7
Q9HCN4	Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	1.10787e+06	715735	548405	481922	487413	520803	403944	773985	443027	484757	540456	535490
Q9HCP0	Q9HCP0;U3KQA5;A0A0U1RQT7;Q8IXA3;A0A0U1RQG9;U3KQB3;A0A0U1RQY7;A0A0U1RQK6;A0A0U1RR31	KC1G1_HUMAN	CSNK1G1	Casein kinase I isoform gamma-1	41420.5		17339.9						39707.9			
Q9HCS5	Q9HCS5	E41LA_HUMAN	EPB41L4A	Band 4.1-like protein 4A	92953.7	60653.3	101366	121653	119018	116448	215769		103552	118715	115495	106794
Q9HCS7	Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	82684.5	57296.4	93960.1	60914.9	71621.8	64893.9	67659.7	82081.2	70558.3	56378.7	59268.6	102643
Q9HCU5	Q9HCU5;H7C0W3;H7C2N7	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein			40523.5	18564.3								
Q9HCU9	Q9HCU9;G5E9I4;E9PJF5;H0YCF7	BRMS1_HUMAN	BRMS1	Breast cancer metastasis-suppressor 1	99366.4	54919.6	64510.6	32667.2	53034.3	40352.7	38513.3	87999.4		38445.3	46818.7	97790.9
Q9HCY8	Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	123047	183135	159134	87837.9	120447	81788.8	92998.7	166580	168810	152855	158599	134458
Q9HD15	Q9HD15;R4GMW4	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	223807	291506	161171	386068	420334	443423	469614	190484	405343	396186	422288	273485
Q9HD20	Q9HD20;H7C3H2	AT131_HUMAN	ATP13A1	Manganese-transporting ATPase 13A1	650551	997134	515738	996538	904149	886334	789027	570783	885236	803860	957140	566579
Q9HD23	Q9HD23;A0A0A0MQX2	MRS2_HUMAN	MRS2	Magnesium transporter MRS2 homolog, mitochondrial	267399	363589		327837	344014	300080	255593	240047	383073	343576	326804	226309
Q9HD26	Q9HD26;F5H1Y4	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	94059.6	93451.5	88426.2	82328.5	82277.2	55696.8	64590.5	83622.2	87212.2	92765	81442.5	81522
Q9HD33	Q9HD33	RM47_HUMAN	MRPL47	39S ribosomal protein L47, mitochondrial	786314	569478	604961	504853	600605	595288	590604	610349	610960	594957	572089	619450
Q9HD34	Q9HD34;H7C4Q5;F5H189;C9JRX8;C9JY28	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	34366.9	68889.4	123277	92109.3	66052.5	66257.5	77095.6	42529.6	48212.5	53440.3	66897.2	41318.7
Q9HD40	Q9HD40	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	75257.2	70119.6	73621.4	152452	135626	169028	172913	118198	166556	138370	107357	149386
Q9HD67	Q9HD67;A0A0A0MQX1;E9PEW5	MYO10_HUMAN	MYO10	Unconventional myosin-X	79484.7	53923.3	70875	57544.5	55159.5	44517.4	49563.3	76672.2	48895.9	53372.1	55670.1	65881.2
Q9HDC9	Q9HDC9;H0Y512	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	332660	515847	348246	483385	507611	489649	471387	345667	498265	528829	503778	348198
Q9NNW5	Q9NNW5;C9K020;C9JFP6;E9PDU5;V9GYU1;A0A087X295	WDR6_HUMAN	WDR6	WD repeat-containing protein 6	430305	449931	490296	504517	468614	469033	427643	517850	446424	487298	550810	579158
Q9NNW7	Q9NNW7;D3YTF8;A0A096LPK7;A0A182DWF2;A0A182DWF3;A0A0U1RQX0	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	253581	441698	238425	290732	328364	324304	273916	308599	359225	308143	272773	211392
Q9NNX1	Q9NNX1;Q6UWW7	TUFT1_HUMAN	TUFT1	Tuftelin	251970	143800	181357	147238	160210	185929	185987	182806	150182	161136	173185	193478
Q9NP58	Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6, mitochondrial	39268.9	25047.7		28986	30087.9	21703.4	37423.8		37069	40176	42458.9	32201.1
Q9NP61	Q9NP61;H0Y6A0	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	893285	940766	965690	715339	683829	743079	637193	833923	907536	824532	860389	978041
Q9NP64	Q9NP64;A0A087WYV3;A0A087WXU5;A0A0D9SEW3;A0A087WXF8	NO40_HUMAN	ZCCHC17	Nucleolar protein of 40 kDa	163249	179199	168268	170681	175302	174754	167159	195944	181423	184981	177978	194112
Q9NP66	Q9NP66;H0YKL0	HM20A_HUMAN	HMG20A	High mobility group protein 20A	149123	110485	189739	104989	113303	89776.7	82613.8	118237	126466	93228.7	103389	125090
Q9NP72	Q9NP72;A0A087X163;Q5W0J0	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.56728e+06	1.30201e+06	883126	1.14746e+06	1.26248e+06	1.27146e+06	1.30974e+06	1.13691e+06	1.36042e+06	1.35496e+06	1.31776e+06	1.07821e+06
Q9NP77	Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	254569	245036	103432	209524	224696	215295	232387	189887	231322	225021	253068	262880
Q9NP79	Q9NP79;A0A087WY55	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	577947	612252	1.047e+06	1.20575e+06	1.2726e+06	1.18928e+06	1.10999e+06	1.12545e+06	1.0842e+06	1.22742e+06	1.12913e+06	1.13256e+06
Q9NP80	Q9NP80;A0A0C4DG51	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	51478.5	70180.8	58424.4	80233.2	66310.9	77356.4	78726.3	65043.3	75312.7	83572.3	70489.7	40502.6
Q9NP81	Q9NP81;M0R2C6;M0QWZ7	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	934240	1.08358e+06	1.13833e+06	1.28356e+06	1.25058e+06	1.35611e+06	1.3324e+06	989466	1.25741e+06	1.17618e+06	1.15069e+06	1.04891e+06
Q9NP92	Q9NP92	RT30_HUMAN	MRPS30	39S ribosomal protein S30, mitochondrial	739302	774071	307692	785345	719676	751632	792304	716991	822740	791710	732840	797390
Q9NPA0	Q9NPA0;H0YDT8	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	603296	474542	1.13676e+06	431977	425200	396004	366636	342076	367236	372743	389369	397300
Q9NPA3	Q9NPA3	M1IP1_HUMAN	MID1IP1	Mid1-interacting protein 1								66649.6				72947.4
Q9NPA8	Q9NPA8;E5RHX8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	161180	127759	207049	111390	126587	77013.8	76877.7	181285	83917	64412.2	78004.9	104891
Q9NPB0	Q9NPB0	SMDC1_HUMAN	SAYSD1	SAYSvFN domain-containing protein 1	89303.7	24232.4	33825.9					29043.6	20624.6	21822.2	137266	28249.3
Q9NPB8	Q9NPB8	GPCP1_HUMAN	GPCPD1	Glycerophosphocholine phosphodiesterase GPCPD1	29221.1	22508.7		24759.1	29143.4	30611.8	21049.5		25455.6	22618.9	40700.6	18785.7
Q9NPD3	Q9NPD3;E9PPI9	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	410899	250755	345252	252999	243642	213052	220592	422527	269167	250333	208183	423131
Q9NPD8	Q9NPD8	UBE2T_HUMAN	UBE2T	Ubiquitin-conjugating enzyme E2 T	54001.7		63762.3					45663.9				38045.1
Q9NPE2	Q9NPE2	NGRN_HUMAN	NGRN	Neugrin	100294	39775.9	72596.1	54693.8	60731.1	44234.8		93767.8	72279.7	59889.6	60943.8	60205.1
Q9NPE3	Q9NPE3;H0YM60	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	1.08427e+06	1.18204e+06	1.00996e+06	1.42565e+06	1.29935e+06	1.3418e+06	1.38066e+06	1.2679e+06	1.40117e+06	1.35297e+06	1.32489e+06	1.48457e+06
Q9NPF4	Q9NPF4;G3V445	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	417144	495528	285817	429960	419427	400127	457151	432758	460361	409936	478468	461878
Q9NPF5	Q9NPF5;Q5TG40;Q5TG39	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	385288	262490	374769	252614	288926	259455	256846	388766	253964	281431	266118	370191
Q9NPG3	Q9NPG3	UBN1_HUMAN	UBN1	Ubinuclein-1	55444.9	47779.2	132042		44729.3			48933.9			40310.5	38601
Q9NPH0	Q9NPH0;A0A087WYU6;A0A087WW36	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6	57454.9	86546.3	57999.2	105931	113086	108426	128501	64513.6	100713	91677.6	96801.3	58149.3
Q9NPH2	Q9NPH2;J3QS51	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	2.18847e+06	2.05584e+06	2.17592e+06	1.76039e+06	1.76092e+06	1.91281e+06	1.81372e+06	2.05519e+06	1.94086e+06	1.82296e+06	1.75642e+06	2.02249e+06
Q9NPI6	Q9NPI6;A0A087WXD0;A0A087WT55	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	147219	127221	126014	104085	130073	127302	106489	187976	119609	109021	117445	147205
Q9NPI9	Q9NPI9;K7ELL5;K7EKJ4	KCJ16_HUMAN	KCNJ16	Inward rectifier potassium channel 16		54948.7		37839.6	65799.7	36789	128126		96511.5	65831.4		
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	497349	715524	508695	793247	829049	819041	728272	538022	740796	763583	756873	522475
Q9NPJ6	Q9NPJ6;Q5T911;A0A087X0U0	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4		49448.4	30891.9	37970.5	55155.3	34416.2	22072	43093	44673.3	44872.4	41394.3	46646.6
Q9NPL8	Q9NPL8;G3XA94	TIDC1_HUMAN	TIMMDC1	Complex I assembly factor TIMMDC1, mitochondrial	263875	216682	171668	172661	204375	152011	188399	194450	196264	209174	202028	134171
Q9NPQ8	Q9NPQ8;H0YEN0	RIC8A_HUMAN	RIC8A	Synembryn-A			139487	140211	139204	157553	131285		157375	125273	151663	168010
Q9NPR2	Q9NPR2;H0YMD6;H0YLN3;H0YMR1	SEM4B_HUMAN	SEMA4B	Semaphorin-4B	19170.2		36912.5				11765	15573.8				
Q9NPR9	Q9NPR9;M0R1G1;M0R1Q3;M0QZY1	GP108_HUMAN	GPR108	Protein GPR108				144515	126304	134562	138255	105529	146300	157845		116298
Q9NQ11	Q9NQ11;H0Y8I1	AT132_HUMAN	ATP13A2	Cation-transporting ATPase 13A2	225463	255349	221779	242247	255228	257689	268316	245473	293060	264792	264737	227501
Q9NQ29	Q9NQ29;A8MYV2;B8ZZ09;B8ZZ10	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	108082	81964.2	1.34291e+06	692085	59322.8	75153			100905		92006.2	119781
Q9NQ34	Q9NQ34	TMM9B_HUMAN	TMEM9B	Transmembrane protein 9B	48668.9	43046.5	54473.8	43523	44066.5	33429.9	24224.7	39928	58503.8	52423.2	48667.3	30410.2
Q9NQ48	Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	664707	803756	621628	855934	828501	857310	808251	775956	798569	790140	791279	695556
Q9NQ50	Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial	305021	346501	327599	316380	357158	295888	269625	287483	273273	307044	244441	241778
Q9NQ55	Q9NQ55;A0A0A6YYI3;A0A0B4J1V8	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog			131113									
Q9NQ84	Q9NQ84;A8MXZ4;A0A0C4DFY5;J9JIE0	GPC5C_HUMAN	GPRC5C	G-protein coupled receptor family C group 5 member C	470449	682220	475935	715219	714050	781660	838434	358703	676602	705606	755280	540440
Q9NQ86	Q9NQ86;E9PBG3	TRI36_HUMAN	TRIM36	E3 ubiquitin-protein ligase TRIM36				41936	44271.5		51095.2	31396.1	58323	41278	30922.2	35124.8
Q9NQ88	Q9NQ88;A0A0U1RQD1	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	1.02253e+06	1.7316e+06	559504	1.73993e+06	1.75865e+06	1.69636e+06	1.66398e+06	944160	1.78493e+06	1.68881e+06	1.77645e+06	997236
Q9NQ89	Q9NQ89;F5H744	CL004_HUMAN	C12orf4	Protein C12orf4	195047	210489	353435	254836	259576	238471	226002	148707	246854	248954	234110	173657
Q9NQA3	A8K0Z3;C4AMC7;Q9NQA3;A8MWX3;Q6VEQ5	WASH6_HUMAN	WASH6P	WAS protein family homolog 6	230727	287572	223296	336616	301533	231190	269943	224614	314764	297224	297753	199023
Q9NQB0	Q9NQB0;Q5VVR5;E2GH26;A0A0D9SGH8;C6ZRJ6;C6ZRK5;C6ZRJ7;Q5VVR7	TF7L2_HUMAN	TCF7L2	Transcription factor 7-like 2	37820.4		25974.6					43728.7	20560.7			
Q9NQC1	Q9NQC1;B5MBX1;C9J929;A0A0C4DFT8;G3XAA4;D6R9B8	JADE2_HUMAN	JADE2	E3 ubiquitin-protein ligase Jade-2							46741.7		57745.3			35349
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	278013	343122	317483	492257	448080	458937	398131	369116	432056	410011	414260	363746
Q9NQC7	Q9NQC7;J3KRR7	CYLD_HUMAN	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	128200	218838	122495	173000	182099	191626	154494	158041	171359	177306	177371	126161
Q9NQC8	Q9NQC8;E9PMR8;E9PKW0;A0A5F9ZH13;E9PR06;E9PRT0;E9PSB9	IFT46_HUMAN	IFT46	Intraflagellar transport protein 46 homolog	138187	108598	73055.3	115380	94390.2	112600	119641	148662	94633.1	85231.3	71506.1	147880
Q9NQE9	Q9NQE9	HINT3_HUMAN	HINT3	Histidine triad nucleotide-binding protein 3				53953.3	57001.3	60492.6	62704.9		57835.9	55394.8	57253.6	44417.9
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.092e+06	1.01472e+06	736570	840816	866405	864390	989558	1.06244e+06	962322	948208	933721	1.06422e+06
Q9NQG7	Q9NQG7	HPS4_HUMAN	HPS4	Hermansky-Pudlak syndrome 4 protein		14178.7		27513.4								
Q9NQH7	Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	510128	665059	478287	548447	565179	569054	542031	503044	525346	478425	579893	478936
Q9NQP4	Q9NQP4;E9PQY2	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	2.3475e+06	2.47622e+06	2.5803e+06	2.17154e+06	2.29355e+06	2.0572e+06	2.10093e+06	2.45465e+06	2.09894e+06	2.16512e+06	2.32541e+06	2.38553e+06
Q9NQR4	Q9NQR4;F8WF70;H7C579	NIT2_HUMAN	NIT2	Omega-amidase NIT2	4.81454e+06	6.31856e+06	4.43425e+06	6.19025e+06	5.84644e+06	6.54425e+06	6.44746e+06	4.88338e+06	5.68427e+06	5.63697e+06	6.17704e+06	4.99703e+06
Q9NQS1	Q9NQS1;H0YKR0	AVEN_HUMAN	AVEN	Cell death regulator Aven	112758	120488	125846	99937.5	104447	76969.8	82640.1	100193	95818	125366	82519.3	98373.1
Q9NQT4	Q9NQT4;M0R050	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	1.65904e+06	933269	1.29672e+06	1.12101e+06	781766	1.03011e+06	964094	1.09705e+06	868647	793127	847713	1.17272e+06
Q9NQT5	Q9NQT5	EXOS3_HUMAN	EXOSC3	Exosome complex component RRP40	170664		153020		103249	113515	124794	34387.7	117595		98595.5	106622
Q9NQT8	Q9NQT8;H0YBA8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	662282	732068	616457	678159	695632	684708	612000	737288	728097	717985	696225	691320
Q9NQV6	Q9NQV6;E9PRS0;E9PLV1	PRD10_HUMAN	PRDM10	PR domain zinc finger protein 10								72968				
Q9NQW6	Q9NQW6;H7C1K5	ANLN_HUMAN	ANLN	Anillin	56142		34164.4	152087				74730.7	112694	111569	98190	59801.8
Q9NQW7	Q9NQW7;Q5T6H7;Q5T6H3;Q5T6H2	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	1.0279e+06	1.29652e+06	1.15544e+06	1.1381e+06	1.31949e+06	1.20966e+06	1.16742e+06	1.05206e+06	1.2604e+06	1.30745e+06	1.18796e+06	995069
Q9NQX3	Q9NQX3;H0YJR5;F5H039	GEPH_HUMAN	GPHN	Gephyrin	215637	191530	193915	198161	224470	194859	193385	229968	195062	202188	195040	196166
Q9NQX4	Q9NQX4;H0YM93;H0YMK3	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	41781.6	49707.1	19737.8	41139.2	39448.8	48718.6	40814.4	34720.6	50577.8	50793.4	41374.9	29920.1
Q9NQX7	Q9NQX7;F5H4I5;E7EUS6;B8ZZM6;C9JG41	ITM2C_HUMAN	ITM2C	Integral membrane protein 2C					31613.7			30003				33985.1
Q9NQY0	Q9NQY0;H7BYV6	BIN3_HUMAN	BIN3	Bridging integrator 3	437333	603753	470228	498525	495498	417638	465003	497028	477100	477317	532013	485142
Q9NQZ2	Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	130239	76532.9	200280	127286	125148	136103	161530	179270	128537	134634	113610	180015
Q9NQZ5	Q9NQZ5;C9JTD3	STAR7_HUMAN	STARD7	StAR-related lipid transfer protein 7, mitochondrial	103192	100107	89786.2	114470	123934	94579.3	96318.8	116496	115804	119537	118513	108296
Q9NR00	Q9NR00	TCIM_HUMAN	TCIM	Transcriptional and immune response regulator	50633.8	141817	46442	124635	123433	131890	139642	54345.1	108180	105588	143510	79939.3
Q9NR09	Q9NR09;A0A3B3IUB9	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	202668	170422	193324	168604	167004	165735	159360	228075	166390	158914	167339	216103
Q9NR12	Q9NR12;D6RF83;D6RAN1;D6RH06;H7BYK4	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	2.47138e+06	1.82266e+06	2.35209e+06	1.85267e+06	1.81107e+06	1.8891e+06	1.94914e+06	2.376e+06	1.66764e+06	1.55028e+06	1.60827e+06	2.43108e+06
Q9NR19	Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	201144	185557	170925	159881	186251	175770	184347	220749	180054	184883	156842	187482
Q9NR28	Q9NR28	DBLOH_HUMAN	DIABLO	Diablo homolog, mitochondrial	487322	858050	530794	719125	512196	633651	615393	319466	857106	774652	632235	423706
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	1.13842e+06	628018	1.20291e+06	620548	679784	631011	618364	1.1627e+06	596393	551972	543465	1.08304e+06
Q9NR31;Q9Y6B6	Q9NR31;Q9Y6B6;D6RD69;D6RDB2;Q5SQT8;X1WI22;D6RAA2	SAR1A_HUMAN;SAR1B_HUMAN	SAR1A;SAR1B	GTP-binding protein SAR1a	263593	215594	217424	250206	218328	228045	219150	234523	248180	258475	244344	275706
Q9NR33	Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	150295	108084	197367					138849		37219.2		147095
Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	1.1302e+06	1.13663e+06	1.30656e+06	1.00236e+06	948072	948862	938329	831253	917453	1.00255e+06	988676	853659
Q9NR46	Q9NR46;B7ZC39;F8WFB9;B7ZC38	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.58695e+06	1.16542e+06	811371	1.04856e+06	922064	862793	1.0171e+06	977221	1.02629e+06	941340	975463	811778
Q9NR50	Q9NR50;H0Y580	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	353510	246685	399417	291989	262304	231320	232767	237298	266765	243594	236022	258824
Q9NR56	Q5VZF2;Q9NR56;H7C4Y1;C9JP00;O95205;A0A0A0MQX8;C9JCX1;Q86VM6;H7C4T5	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	45099.7	29501	42927.4	22773.7	34080.8	25335.4	25874.4	50212.8	36138.1	39463.8	29419	48200.6
Q9NR81	Q9NR81;C9J586;E9PG37;E7EU49	ARHG3_HUMAN	ARHGEF3	Rho guanine nucleotide exchange factor 3			32879.6								44998.5	
Q9NRA0	Q9NRA0;M0R344;M0R0E9;A0A075B7A1	SPHK2_HUMAN	SPHK2	Sphingosine kinase 2		103194				75143.9	85284.5	42974.2		61743.2	38868.7	
Q9NRA2	Q9NRA2	S17A5_HUMAN	SLC17A5	Sialin		54293	26159.8	61026	64951	49075.4	59130.4	22067.4	63246.2		60393.3	
Q9NRA8	Q9NRA8;B1AKL4;B1AKL5	4ET_HUMAN	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	178118	157108	83552.7	155875	152113	159612	167278	168738	182726	157657	172390	172305
Q9NRC1	Q9NRC1;Q8TDW4;H7BXS2;H0Y7M0;E7ENZ9;C9JU30;E9PCV1;E7EPW5;B7Z4U3;B7Z4L1;E7EPD9;G3XAH9	ST7_HUMAN	ST7	Suppressor of tumorigenicity 7 protein			85071.6					57993.7	109280	90948.3	139255	56820
Q9NRC8	Q9NRC8	SIR7_HUMAN	SIRT7	NAD-dependent protein deacetylase sirtuin-7	70551.4	51075.3	78370.9		49522.5			57807.4	43666.4	43053	38816.9	56162.2
Q9NRD1	Q9NRD1;J3KQ72	FBX6_HUMAN	FBXO6	F-box only protein 6	44442.2	100319	131218	180813	125584	108472	118788	75995.2	80151.1	138657	139067	87235.2
Q9NRD5	Q9NRD5;F6V107	PICK1_HUMAN	PICK1	PRKCA-binding protein	325915	425986	348100	513838	450890	429589	402179	354681	336149	276466	418011	426717
Q9NRF2	Q9NRF2;H3BPZ4;B4DLN5;F5GXU7	SH2B1_HUMAN	SH2B1	SH2B adapter protein 1	59279.2	63071.4	60875.2	50440.2	62224.4	52993.8	57703.5	39282.9	60799.9	58970.4	67498.9	47359.4
Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	122620	186514	114673	287888	282134	299188	319235	201948	272871	272409	262414	230898
Q9NRF9	Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	524285	286068	468466	270595	255264	326289	295780	583173	272569	292047	283515	560639
Q9NRG0	Q9NRG0;E5RGS9	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	26456.2	14292.6	45424.1	15529.4	17293.7		14151.6	21444.7		14331.1	14365	26217.8
Q9NRG4	Q9NRG4	SMYD2_HUMAN	SMYD2	N-lysine methyltransferase SMYD2	139910	111810	140980	123885	124591	129940	139182	104646	153081	130940	130684	113193
Q9NRG7	Q9NRG7;F6RWC2;G3V5T1;G3V4N6;Q86TZ5	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	643058	587619	502931	546820	654941	637942	591697	381391	543992	531560	471870	387998
Q9NRG9	Q9NRG9	AAAS_HUMAN	AAAS	Aladin	376369	289898	331868	254298	239199	243427	244736	347500	244441	268315	244830	398473
Q9NRH2	Q9NRH2;E7EUC4	SNRK_HUMAN	SNRK	SNF-related serine/threonine-protein kinase	10356.2	29607.3	33230.5	18680.5	14704.4	31531.2	17034.3	15137.3	22681.4	25373.7		21756.1
Q9NRI5	Q9NRI5;A0A087WYX6	DISC1_HUMAN	DISC1	Disrupted in schizophrenia 1 protein					40422.6			28627.2				
Q9NRK6	Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	91230	89225.9	240436	479380	101684	86569.8	137804	129355	101264	127313	94155.4	189326
Q9NRL2	Q9NRL2	BAZ1A_HUMAN	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	259774	136879	145121	122560	138060	113102	122291	241915	135204	122838	116041	232488
Q9NRL3	Q9NRL3;M0R2A7;M0QYS2;F5GYK2;R4GN16;M0R0P4	STRN4_HUMAN	STRN4	Striatin-4	431165	568494	364051	590000	607899	558968	610968	507268	560765	647264	625895	553142
Q9NRN7	Q9NRN7;E9PNF3;E9PLW6	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.00905e+06	711414	1.28997e+06	774570	804781	796096	717970	963237	774777	706728	699574	951816
Q9NRN9	Q9NRN9;E7EMN2;H7C0M7;B8ZZC8;B8ZZE3	METL5_HUMAN	METTL5	Methyltransferase-like protein 5	61815.5	67880.2	62574.7	99003.1	32258.8			86113.1	54150.8	31496.1		33637.1
Q9NRR3	Q9NRR3;D6REL0	C42S2_HUMAN	CDC42SE2	CDC42 small effector protein 2	136678	158959	144458	245613	220376	132514	150185	248326	207352	163720	163486	183453
Q9NRR4	Q9NRR4	RNC_HUMAN	DROSHA	Ribonuclease 3	37260.3	33032.2	35469.1	30314.7	38823.4	40005.5		50669.5	61854	30662.3	34183.3	33156.3
Q9NRR5	Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	5.17199e+06	4.31862e+06	7.47985e+06	4.44981e+06	5.17147e+06	4.3961e+06	4.17896e+06	5.79834e+06	5.37592e+06	4.93948e+06	4.65552e+06	6.01243e+06
Q9NRR6	Q9NRR6	INP5E_HUMAN	INPP5E	Phosphatidylinositol polyphosphate 5-phosphatase type IV							74550.8	80502.9	97074.6	107139		71566.1
Q9NRS6	Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	48357.7	46373.6	49774.5									
Q9NRV9	Q9NRV9;F5GWX2	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	400796	577760	462163	531332	561813	565030	521919	451590	578693	541367	510900	428456
Q9NRW1	Q9NRW1	RAB6B_HUMAN	RAB6B	Ras-related protein Rab-6B	382026	808049	316006	771796	715756	737731	772212	376194	848859	824612	929964	323370
